season,player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
2017,Kayvon Webster,7871,CB,LA,11,2,0,58,2,0,26,62.3,62.4,86.1,,57.9,61.3,0,0,1,36,10.5,4,6,7,76,29,0,42,434,374,550,2,0,0,2,0,0,548,0,176,72,11,32,50,0,1,327,77,11.3
2017,Duron Harmon,7872,S,NE,16,5,0,55.6,0,0,19,80.8,75.8,87.5,56.4,50.4,71.4,0,1,4,16,11.1,3,2,0,30.6,5,0,79,4,515,701,2,0,0,2,0,584,699,3,183,32,1,19,9,1,0,47,28,9.4
2017,Brandon Williams,7875,DI,BLT,12,3,1,,0,0,3,57.2,79.7,87.1,58.9,85.2,47.6,2,13,0,,9.4,3,0,0,0,0,0,0,0,2,475,475,101,353,2,19,0,0,269,204,0,22,26,0,15,0,0,0,
2017,Akeem Spence,7882,DI,DET,16,9,0,,1,0,11,60.7,61.9,33.9,63.5,62.9,49.8,6,19,0,,10,4,0,5,0,0,4,0,0,3,662,662,51,461,8,142,0,0,388,271,0,27,27,0,29,0,0,0,
2017,Alex Okafor,7885,ED,NO,10,4,4,100,1,3,20,60.8,78.4,63.2,74,74.2,83.2,4,21,0,8,0,0,0,2,139.6,1,5,0,0,13,486,486,1,15,387,83,0,0,304,169,0,32,33,1,30,1,8,6,8
2017,Jelani Jenkins,7886,LB,HST,5,2,0,77.8,0,0,13,41.3,43.5,76.2,57.4,57.5,57.5,0,0,0,22,18.2,2,0,0,103.2,7,0,71,3,46,82,0,0,0,0,0,0,82,2,34,7,5,7,9,0,0,79,50,11.3
2017,Shamarko Thomas,7893,S,BUF,2,0,0,,0,0,4,60,61.9,69.1,,60,,0,0,0,,,0,0,0,0,0,0,2,0,1,6,1,0,0,1,0,3,5,0,5,0,0,0,0,0,0,0,0,
2017,Gerald Hodges,7902,LB,NO,4,0,0,100,0,0,20,48.7,42.1,71.8,57,53.8,,0,1,0,9,100,1,0,0,139.6,2,0,6,0,8,14,6,0,0,6,0,0,8,3,3,0,0,0,2,1,1,16,3,8
2017,William Gholston,7908,ED,TB,14,12,0,,0,0,30,58.4,52.5,33.9,48.5,63,61.6,1,4,0,,7.3,3,0,4,0,0,0,0,0,1,448,447,4,36,380,27,0,1,200,247,0,19,26,0,5,0,0,0,
2017,John Simon,7911,ED,IND,9,10,0,70,1,0,14,74.4,73.6,87.6,63.6,69.3,56.2,7,11,1,27,12.8,5,0,1,53.3,7,2,54,3,86,472,401,0,0,401,0,0,71,195,191,12,16,24,10,20,0,78,53,11.1
2017,Devin Taylor,7914,ED,NYG,2,1,0,,0,0,21,,65.3,74.4,57.9,64,69.6,0,0,0,,0,0,0,0,0,0,0,0,0,0,10,10,0,0,8,2,0,0,2,8,0,0,0,0,0,0,0,0,
2017,Lavar Edwards,7924,ED,CLV,3,1,0,,0,0,8,,64,79,52.8,70.2,72.4,0,0,0,,0,0,0,0,0,0,0,0,0,0,47,47,0,0,41,6,0,0,25,22,0,2,2,0,0,0,0,0,
2017,Steven Means,7929,ED,PHI,5,0,0,,0,0,24,60.6,62,80.5,56.2,64.5,73.2,1,2,0,,0,0,0,0,0,0,1,0,0,2,53,53,0,2,49,2,0,0,30,21,0,2,2,0,4,0,0,0,
2017,A.J. Klein,7930,LB,NO,12,9,0,79.1,0,1,20,56.5,48.2,39.7,60.4,41.4,45.3,3,5,0,25,20,14,3,2,100.9,34,2,488,2,346,664,142,0,0,142,0,5,522,76,242,27,24,47,43,10,1,273,212,8
2017,Quinton Dial,7939,DI,GB,13,5,1,,0,0,12,60.3,56.1,85.6,53.1,56.1,37.3,1,3,0,,10,2,0,0,0,0,0,0,0,0,309,309,66,195,13,35,0,0,128,181,0,10,13,0,4,0,0,0,
2017,Micah Hyde,7941,S,BUF,16,11,0,61.9,1,0,4,90.2,87.1,49,61.6,74,79.5,1,2,5,29,8.7,8,8,3,65.9,26,0,242,22,628,1065,39,0,0,39,0,688,1026,12,425,74,16,73,42,3,3,282,80,10.8
2017,Cornelius Washington,7969,ED,DET,15,5,1,100,0,0,11,47.6,62.8,90,64.6,58.1,56,8,20,0,21,12,3,0,0,118.8,2,2,0,0,5,488,488,2,45,423,18,0,0,296,187,0,15,17,2,30,0,34,35,17
2017,Nate Palmer,7974,LB,TEN,7,2,0,,0,0,31,62.7,61.4,75.9,50.4,66.4,73.9,0,0,0,,0,0,0,0,0,0,0,3,0,4,26,22,0,0,22,0,0,4,11,11,1,0,1,0,0,0,0,0,
2017,Stacy McGee,7987,DI,WAS,16,9,1,,0,0,32,60.1,66.7,86.5,63.4,63.3,71.8,4,9,0,,4.8,2,0,0,0,0,0,5,0,1,432,427,25,177,32,193,0,5,197,234,0,21,31,0,13,0,0,0,
2017,Vince Williams,7988,LB,PIT,16,13,0,68.6,0,0,25,56.9,61.1,63.2,89.9,53,76.5,6,8,1,44,8.8,8,0,1,78.9,24,8,589,6,304,735,109,0,0,109,0,0,626,78,353,31,38,70,35,22,0,265,219,11
2017,Michael Mauti,7995,LB,NO,5,1,0,100,0,1,20,53.7,47.5,79,59.3,47.7,32.3,0,0,0,36,14.3,1,0,0,118.8,2,0,11,0,21,65,45,0,0,45,0,0,20,3,41,7,4,5,2,0,0,42,10,21
2017,Tommy Bohanon,7997,FB,JAX,1,0,0,100,0,0,15,52.2,37.1,60,,,,0,0,0,31,,0,0,1,118.8,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,31,26,31
2017,Jordan Poyer,8000,S,BUF,15,16,0,71.1,1,0,4,90.8,86.4,66.1,59.2,67.4,64.1,0,1,5,30,15.5,16,8,1,53.8,27,2,379,26,581,1038,58,0,0,58,0,472,980,24,433,103,27,71,38,3,0,293,101,10.9
2017,Kerwynn Williams,8013,HB,ARZ,1,0,0,,0,0,1,,60,60,,60,,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
2017,David Bass,8016,ED,NYJ,14,5,0,100,0,0,22,54.5,73.5,49.1,67.1,79.3,74.5,3,13,0,15,4.5,1,0,2,108.3,2,4,0,2,23,352,343,1,6,333,3,0,9,176,153,7,12,16,2,20,0,20,27,10
2017,David King,8022,DI,TEN,7,1,0,,0,0,31,60.5,51.6,80.6,52.1,53,38.8,1,0,0,,25,1,0,0,0,0,1,0,0,1,111,111,7,70,5,29,0,0,76,34,0,2,2,0,2,0,0,0,
2017,Kemal Ishmael,8026,S,ATL,12,9,0,83.3,0,0,2,51.8,58.3,81.6,64.1,62,86.8,0,0,0,12,0,0,1,0,95.1,5,1,73,1,42,116,30,0,0,30,0,0,86,6,68,11,2,11,6,1,0,41,12,8.2
2017,Marcus Cooper,8035,CB,CHI,13,0,0,57.1,0,0,6,41.5,45.4,82.6,58.5,65.3,59.3,0,0,0,58,11.8,2,4,3,125.7,16,0,21,210,147,246,3,0,0,3,0,0,243,1,98,12,2,15,28,0,4,245,77,15.3
2017,Damion Square,8042,DI,LAC,16,4,2,,0,0,27,80.7,64.9,87.3,58.6,62.2,62.5,2,6,0,,10,2,0,0,0,0,0,5,0,0,362,357,188,155,1,13,0,5,204,158,0,10,14,0,8,0,0,0,
2017,Daren Bates,8077,LB,TEN,2,0,0,,0,0,31,,60,60.1,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,
2017,Ezekiel Ansah,8094,ED,DET,14,6,0,100,0,1,11,48,72.7,90.6,71.2,66.2,83.4,7,19,0,29,6.5,2,0,0,118.8,3,11,8,0,13,516,508,0,3,486,19,0,8,320,183,0,27,23,3,37,0,52,30,17.3
2017,Rontez Miles,8102,S,NYJ,13,0,0,71.4,0,0,22,33.3,34.8,79.8,51.7,66.5,43.8,1,0,0,22,20,2,0,0,134.5,5,0,61,0,78,125,9,0,0,9,0,51,116,15,32,4,4,8,7,1,1,56,24,11.2
2017,A.J. Bouye,8110,CB,JAX,16,4,0,45.2,0,0,15,89.8,87.2,88.9,79.1,60.9,62.4,0,0,6,42,7.8,5,9,5,31.6,38,0,60,850,618,1010,2,0,0,2,0,36,1008,2,390,62,10,55,84,0,0,435,72,11.4
2017,Jahleel Addae,8117,S,LAC,16,22,0,66.7,0,0,27,70.3,70.6,66.4,71.5,68.4,52.6,0,3,0,87,15.5,17,6,4,92.1,48,1,475,17,617,1030,61,0,0,61,0,247,969,7,406,230,30,71,72,4,1,515,284,10.7
2017,Josh Martin,8138,ED,NYJ,14,5,0,62.5,0,0,22,80.4,73.6,85.8,56.7,74.3,59.5,6,11,0,39,15.2,5,2,0,85.4,5,1,6,1,49,489,476,0,0,476,0,0,13,202,238,6,19,23,8,18,0,60,45,12
2017,Paul Worrilow,8141,LB,DET,12,11,0,80,0,0,11,47.3,59.1,79.1,66.8,67.8,65.3,0,2,0,38,8.3,3,1,0,132.9,12,0,236,0,118,272,15,0,0,15,0,0,257,12,142,21,10,22,15,2,3,96,56,8
2017,Marcus Burley,8142,CB,HST,4,0,0,75,0,0,13,62.9,57.7,0,,61.8,27,0,0,0,12,50,1,0,1,90.6,3,0,3,33,28,39,0,0,0,0,0,0,39,0,11,3,1,1,4,0,0,25,9,8.3
2017,Lerentee McCray,8159,ED,JAX,8,1,1,100,0,0,15,45.5,65.5,77.5,79.4,61.3,72.4,1,3,0,29,0,0,0,0,158.3,1,2,0,0,2,21,21,0,0,21,0,0,0,17,2,0,1,0,1,6,1,29,15,29
2017,Abry Jones,8177,DI,JAX,15,5,5,,0,1,15,73.5,71.4,87.8,59.3,66.9,45.3,1,10,0,,8.3,3,0,0,0,0,0,0,0,1,488,488,149,293,19,27,0,0,231,256,0,18,28,0,11,0,0,0,
2017,Benson Mayowa,8196,ED,DAL,14,3,0,,0,0,9,66.2,65.9,59.2,63.1,61.8,61,5,16,0,,18.2,4,0,2,0,0,1,0,0,8,381,381,0,5,341,35,0,0,213,160,0,12,15,0,22,0,0,0,
2017,Bradley McDougald,8220,S,SEA,16,17,0,67.5,1,0,29,82,73.5,61,59.2,54.8,70.1,0,1,0,25,10.5,8,3,2,87.1,27,0,239,36,393,675,91,0,0,91,0,197,584,2,280,112,27,51,40,1,1,196,122,7.3
2017,A.J. Francis,8261,DI,WAS,6,6,0,,0,0,32,,70.5,82.2,60.8,69.1,75.3,1,3,0,,0,0,0,0,0,0,0,0,0,0,164,164,116,37,1,10,0,0,56,108,0,8,11,0,4,0,0,0,
2017,Joe Vellano,8264,DI,ATL,4,2,0,,0,0,2,,47.4,79.6,61.1,44.6,70.9,0,3,0,,0,0,0,0,0,0,0,0,0,0,65,65,13,43,0,9,0,0,27,38,0,2,2,0,3,0,0,0,
2017,Ray-Ray Armstrong,8271,LB,NYG,13,12,0,78.4,0,1,21,46,53.3,0,65.2,68.5,49.3,0,0,2,51,15,9,0,4,100.8,29,1,445,6,232,481,9,0,0,9,0,0,472,13,236,20,23,39,37,1,2,343,239,11.8
2017,Will Compton,8308,LB,WAS,6,3,0,55.6,0,0,32,45.6,55.2,79.7,56.6,69.2,70.4,0,3,1,22,6.3,1,1,0,46.3,5,0,126,0,76,151,1,0,0,1,0,0,150,12,63,23,8,12,9,3,0,81,52,16.2
2017,Rashaan Melvin,8334,CB,IND,10,2,0,52.7,1,0,14,75.9,77.9,86.1,,77.9,89.9,0,0,3,32,0,0,10,5,60.3,29,0,43,476,346,552,5,0,0,5,0,0,547,0,206,28,11,32,55,0,2,328,94,11.3
2017,Tony Jefferson,8361,S,BLT,16,16,0,78.8,0,1,3,65.5,70.2,65.9,76.6,73.2,73,3,5,1,27,12.2,11,1,1,130.4,26,3,339,18,628,1084,61,0,0,61,0,537,1023,40,416,129,25,63,33,11,6,291,99,11.2
2017,Jeff Heath,8396,S,DAL,15,10,0,86.2,0,1,9,80.8,76.6,64.4,61.3,64.6,73.6,1,1,3,46,11.8,8,2,1,88.4,25,0,167,4,555,880,19,0,0,19,0,653,861,6,319,37,4,50,29,2,2,267,123,10.7
2017,Chris Banjo,8419,S,NO,6,0,0,0,0,0,20,79.4,76.5,76.8,55.2,57,82.8,0,0,1,,0,0,0,0,0,0,0,8,0,20,36,10,0,0,10,0,13,26,4,12,3,0,3,1,0,0,0,0,
2017,Zach Line,8420,FB,NO,2,0,0,,0,0,20,,60,60,,60,,0,0,0,,,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,
2017,Steven Terrell,8450,S,KC,2,1,0,50,0,0,16,73.2,77.3,82.7,58.4,74.2,79.1,0,1,1,18,0,0,2,0,41.7,1,0,6,3,62,72,8,0,0,8,0,34,64,1,9,21,0,3,2,1,0,18,5,18
2017,Darryl Morris,8456,CB,NYG,5,4,0,56.3,0,0,21,59.9,65,79.3,67.5,81.4,65.2,0,1,0,23,8.3,1,1,0,92.4,9,0,4,5,83,114,4,0,0,4,0,1,110,4,27,99,4,7,16,1,1,87,32,9.7
2017,Cody Davis,8458,S,LA,7,4,0,22.2,0,0,26,84.6,76.9,82.3,86,38.2,28.9,1,1,1,14,24,6,2,0,0,2,0,94,6,176,280,12,0,0,12,0,158,268,3,101,10,4,15,9,2,0,23,18,11.5
2017,Brynden Trawick,8471,S,TEN,3,0,0,,0,0,31,,55.8,67.6,,60,,0,0,0,,,0,0,0,0,0,0,0,0,0,6,4,0,0,4,0,0,2,2,4,0,0,0,0,0,0,0,0,
2017,Nickell Robey-Coleman,8483,CB,LA,15,3,0,68.9,0,1,26,83.7,80.7,55.8,53.7,59.6,64.5,0,0,2,50,12.5,6,6,4,77.5,42,0,37,180,466,654,2,0,0,2,0,11,652,4,184,424,23,39,61,0,1,384,189,9.1
2017,Wes Horton,8484,ED,CAR,16,0,0,100,0,3,5,61.8,68.6,89.2,71.9,53.2,78.9,2,13,0,9,10,1,0,0,104.2,1,6,0,0,11,359,359,0,23,327,9,0,0,214,134,0,10,9,1,21,0,9,8,9
2017,LaRoy Reynolds,8500,LB,ATL,4,1,0,100,0,0,2,60.9,53.5,69.9,58.1,51.5,28.9,0,0,0,2,33.3,1,0,0,118.8,2,0,9,1,7,14,0,0,0,0,0,1,14,1,6,3,1,1,2,0,1,3,4,1.5
2017,Deon Lacey,8512,LB,BUF,3,0,0,,0,0,4,,74.3,72.1,59.1,69.2,68.4,0,0,0,,0,0,0,0,0,0,0,4,0,0,9,4,0,0,4,0,0,5,1,8,0,1,1,0,0,0,0,0,
2017,Terence Garvin,8515,LB,SEA,7,3,0,87.5,0,0,29,62.5,58.4,82.7,69.3,51.3,48.7,2,0,0,25,20,4,1,0,147.9,7,1,91,1,70,195,90,0,0,90,0,0,105,13,112,13,9,13,8,3,1,80,30,11.4
2017,Demetrius Harris,8524,TE,KC,1,0,0,,0,0,16,,60,60,,60,,0,0,0,,,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
2017,Ifeanyi Momah,8557,TE,ARZ,1,0,0,,0,0,1,,60,60.1,,60,,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
2017,Jadeveon Clowney,8636,ED,HST,16,8,2,100,0,2,13,58.7,75.4,0,74.7,81.1,56.4,14,42,0,12,15.5,9,0,12,105.6,3,8,77,0,21,895,816,2,24,747,43,0,79,526,348,2,40,41,3,64,0,28,28,9.3
2017,Khalil Mack,8640,ED,OAK,16,9,2,100,0,1,23,44.6,90.1,46.8,88.3,89.5,59.8,13,55,0,18,11.1,8,0,7,104.2,7,11,18,0,25,930,911,0,10,886,15,0,19,533,372,1,53,55,7,79,0,63,47,9
2017,Anthony Barr,8644,LB,MIN,16,10,2,83.1,1,0,18,68.5,71.5,12.4,85.3,67.1,74,4,7,0,38,8.9,7,2,4,99.7,54,1,739,1,490,924,125,0,1,124,0,3,799,99,335,55,38,62,65,12,1,435,334,8.1
2017,Aaron Donald,8648,DI,LA,14,5,1,,1,4,26,66.7,94,58.4,93.7,85.7,58,13,66,0,,11.1,4,0,4,0,0,12,1,0,1,788,787,20,490,25,252,0,1,524,263,0,34,27,0,91,0,0,0,
2017,Kyle Fuller,8649,CB,CHI,16,7,0,51.3,0,0,6,79,77,66.9,,63.6,29.9,0,0,2,53,22.6,21,18,2,69,61,0,93,898,603,1017,7,0,0,7,0,4,1010,0,414,15,21,65,119,0,2,731,259,12
2017,Ryan Shazier,8650,LB,PIT,12,13,1,72.9,0,2,25,86.2,82.2,60.2,67,68.7,44.1,2,10,3,54,18.4,19,8,1,79.3,43,0,568,0,364,671,67,0,0,67,0,3,604,53,254,33,34,71,59,12,1,453,310,10.5
2017,C.J. Mosley,8652,LB,BLT,16,30,1,72.6,1,1,3,78.6,72.2,47,64.2,61.5,82.1,4,6,2,39,5.9,9,2,3,98.1,53,2,1037,2,587,1077,17,0,0,17,0,1,1060,79,411,20,53,113,73,12,3,582,317,11
2017,Ha Ha Clinton-Dix,8656,S,GB,16,9,0,63,0,0,12,69.2,71.5,71.3,61.9,74.6,66.6,0,2,3,54,9.4,8,4,2,67.6,17,0,274,26,584,1043,34,0,0,34,0,641,1009,9,450,68,13,68,27,2,1,261,122,15.4
2017,Dee Ford,8658,ED,KC,6,0,0,0,0,1,16,70.7,59.4,40.5,54.5,64.7,68.5,5,8,0,,8.3,1,1,2,39.6,0,2,2,0,33,316,309,0,0,309,0,0,7,173,110,5,8,11,3,15,0,0,0,
2017,Darqueze Dennard,8659,CB,CIN,16,11,0,63,0,0,7,72.4,74.9,87.6,56,79.9,82.6,0,3,2,48,5.9,5,4,2,80.4,51,2,74,291,567,900,13,0,0,13,0,6,887,16,317,515,29,69,81,5,3,462,285,9.1
2017,Jason Verrett,8660,CB,LAC,1,0,0,25,0,0,27,53.4,46.9,77.2,,34.1,27.1,0,0,0,4,50,1,0,0,39.6,1,0,10,49,35,63,1,0,0,1,0,0,62,0,28,3,0,1,4,0,0,4,0,4
2017,Marcus Smith,8661,ED,SEA,13,2,1,50,0,2,29,73.1,59.6,87.9,49.7,66,51.5,3,4,0,11,25,3,0,0,66.7,1,3,12,0,12,252,240,0,7,214,19,0,12,153,87,0,8,7,2,10,0,11,1,11
2017,Deone Bucannon,8662,LB,ARZ,12,15,0,72.7,1,1,1,44.2,47.8,59.2,61.9,55,66.8,1,3,1,36,11.4,10,3,3,103.2,48,1,605,9,385,704,41,0,0,41,0,4,663,60,259,45,26,63,66,5,3,502,302,10.5
2017,Jimmie Ward,8665,S,SF,7,2,0,75,0,0,28,51.5,54.2,36.7,80.8,65.5,68.7,0,2,0,72,11.1,4,1,2,156.3,6,0,36,12,245,429,3,0,0,3,0,331,426,2,182,47,3,30,8,2,1,186,119,31
2017,Bradley Roby,8666,CB,DEN,16,3,0,52.6,1,1,10,77.5,78.3,88,84.7,67.4,75.6,0,0,1,38,9.4,5,15,5,89.2,41,1,28,567,442,674,0,0,0,0,0,2,674,0,232,77,15,45,78,1,5,511,122,12.5
2017,Demarcus Lawrence,8669,ED,DAL,16,15,0,33.3,1,4,9,65.9,91.6,21.2,92,80.6,61.6,12,52,0,4,16.3,8,1,8,42.4,1,15,0,0,14,701,700,0,5,652,43,0,1,454,233,1,34,26,3,79,0,4,10,4
2017,Marqise Lee,8674,WR,JAX,1,0,0,,0,0,15,60.7,70.2,60,,,,0,0,0,,,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
2017,Kyle Van Noy,8675,LB,NE,13,19,2,88.6,0,0,19,58.4,57.2,89.6,58.8,53.7,60.3,2,11,0,34,12.5,11,0,1,115.5,31,7,380,7,279,710,290,0,0,290,0,7,420,187,244,26,29,58,35,20,1,330,232,10.6
2017,Lamarcus Joyner,8676,S,LA,12,11,0,38.5,0,1,26,91.3,91,55.5,51.9,73.9,85.3,0,2,3,26,5.9,3,7,1,27.4,10,0,84,5,433,685,7,0,0,7,0,458,678,8,244,131,8,37,26,2,1,125,45,12.5
2017,Stephon Tuitt,8681,DI,PIT,12,4,2,,0,1,25,63.8,82.5,76.1,75.8,74.6,55.9,11,26,0,,16.7,5,0,1,0,0,3,1,0,1,570,569,4,241,125,199,0,1,349,220,0,18,21,0,40,0,0,0,
2017,Timmy Jernigan,8683,DI,PHI,15,7,0,100,0,0,24,63.7,75.5,28.8,64.2,82.8,76.3,6,14,0,12,0,0,0,4,116.7,1,3,0,0,1,493,493,26,383,0,84,0,0,317,175,0,16,17,1,23,0,12,7,12
2017,Jeremiah Attaochu,8685,ED,LAC,3,0,0,,0,0,27,76.5,69.2,82.4,54.3,66.1,75.8,0,4,0,,0,0,0,0,0,0,0,9,0,0,59,50,1,2,44,3,0,9,48,11,0,4,5,0,4,0,0,0,
2017,Kony Ealy,8695,ED,NYJ,15,2,9,,0,0,22,62.1,65.4,90.2,66.3,53,30,2,25,1,,29.4,5,0,0,0,0,1,4,0,3,451,446,0,10,420,16,0,5,306,142,1,10,10,0,28,0,0,0,
2017,Jarvis Landry,8698,WR,MIA,2,0,0,,2,0,17,,60.1,60,,60,,0,0,0,,,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,
2017,Christian Kirksey,8706,LB,CLV,16,19,0,82.5,0,2,8,59.9,62,68.9,56.7,65.2,74.6,2,12,0,33,8.3,12,3,3,109.7,80,4,770,13,467,1068,80,0,1,79,0,4,988,141,460,201,66,113,97,18,5,602,364,7.5
2017,Preston Brown,8708,LB,BUF,16,35,0,77.8,0,0,4,56.2,58.4,89.2,53.3,61.1,88.6,3,8,0,21,4.3,6,3,1,102.8,56,0,942,2,599,1098,38,1,0,37,0,12,1060,55,444,104,43,97,72,11,1,545,287,9.7
2017,Jay Bromley,8709,DI,NYG,16,5,0,,0,0,21,52.6,64.5,86.4,58.8,66.4,61.6,5,6,0,,15.8,3,0,0,0,0,1,0,0,8,424,424,114,285,3,22,0,0,242,174,0,10,11,0,12,0,0,0,
2017,Terrence Brooks,8714,S,NYJ,13,0,0,0,0,0,22,79.7,82.9,82.9,68.9,56.9,70.6,3,0,2,,12.5,1,1,0,0,0,0,23,1,77,93,9,0,0,9,0,55,84,10,6,4,2,7,3,3,0,0,0,
2017,Dexter McDougle,8715,CB,NO,5,0,0,62.5,0,0,20,57.3,57.8,76.3,57.3,61.2,74.6,0,0,0,14,33.3,1,0,0,69.3,5,0,5,1,41,53,0,0,0,0,0,1,53,2,10,46,0,2,8,0,0,29,13,5.8
2017,Kareem Martin,8719,ED,ARZ,16,3,1,66.7,0,1,1,88.5,73.2,59.6,67.2,65.1,82.4,2,17,1,6,0,0,0,2,30.6,2,1,3,0,38,458,449,12,11,407,19,0,9,234,186,5,16,18,3,20,0,7,4,3.5
2017,Khyri Thornton,8720,DI,NYG,4,0,0,,0,0,21,,39.3,79.5,50,40.4,35.7,1,2,0,,20,1,0,0,0,0,0,0,0,0,68,68,5,62,0,1,0,0,39,29,0,3,4,0,3,0,0,0,
2017,Phillip Gaines,8722,CB,KC,10,3,0,60,4,0,16,40.8,42.6,39.9,,62.1,67,0,0,0,51,12.9,4,1,8,105.8,27,0,16,61,295,420,2,0,0,2,0,6,418,0,125,334,4,24,45,0,2,420,156,15.6
2017,Will Clarke,8723,ED,TB,15,0,1,,0,0,30,,63.4,88.4,57.3,64.2,53.3,0,11,0,,16.7,2,0,0,0,0,3,0,0,0,315,313,7,48,217,41,0,2,171,144,0,10,10,0,14,0,0,0,
2017,Jaylen Watkins,8736,CB,PHI,10,0,0,72.7,0,0,24,59.9,57.1,82.2,,45.7,49.6,0,0,0,28,15.8,3,0,0,98.7,8,0,15,90,118,167,7,0,0,7,0,28,160,0,49,27,7,16,11,0,0,95,56,11.9
2017,Bashaud Breeland,8737,CB,WAS,15,4,0,49.3,5,0,32,72,68.8,40.6,58.7,55.6,41.3,0,0,1,46,22.2,12,14,13,75.6,34,0,65,745,520,856,1,0,0,1,0,0,855,1,335,45,13,38,69,0,3,397,147,11.7
2017,Bruce Ellington,8741,WR,HST,2,0,0,,1,0,13,,60,60,,,,0,0,0,,,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
2017,Justin Ellis,8742,DI,OAK,16,12,0,,0,0,23,46.7,79.9,87.7,55.6,85.6,59.3,1,5,0,,4.8,2,0,0,0,0,1,0,0,9,462,462,289,172,0,1,0,0,183,270,0,22,28,0,7,0,0,0,
2017,Cassius Marsh,8743,ED,SF,15,5,0,62.5,1,3,28,35.7,58.4,42.6,64.9,64.6,32.3,4,23,0,78,10.7,3,0,3,145.8,5,3,6,0,47,455,449,0,6,436,7,0,6,295,113,0,16,20,8,30,1,116,72,23.2
2017,Ross Cockrell,8744,CB,NYG,14,9,0,55,1,0,21,74.1,71.1,86.1,49.2,56.6,51.2,0,0,3,52,15.4,8,6,5,69.7,33,0,74,459,393,679,21,0,0,21,0,2,658,8,278,123,20,35,60,0,3,374,195,11.3
2017,Maurice Alexander,8745,S,LA,4,3,0,75,0,0,26,47.8,49.7,78.5,75.7,55.8,42.9,1,0,0,28,25,5,1,0,147.9,6,0,123,10,118,227,14,0,0,14,0,65,213,4,105,15,6,12,8,1,1,84,67,14
2017,DaQuan Jones,8747,DI,TEN,12,3,0,,0,0,31,60.3,72.4,86.8,58.6,76.3,53.1,2,12,0,,10.3,3,0,0,0,0,3,7,0,1,436,429,27,265,14,123,0,7,267,168,0,20,23,0,17,0,0,0,
2017,Andre Williams,8748,HB,LAC,1,0,0,,0,0,27,,60,60,,60,,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
2017,Aaron Colvin,8749,CB,JAX,16,4,2,72.6,1,0,15,72.6,68.2,59.5,58.5,46.4,61.3,0,5,0,22,12.2,6,1,2,83.9,45,0,30,80,462,700,22,0,0,22,0,3,678,32,206,565,20,39,62,5,0,317,153,7
2017,Keith McGill,8751,S,OAK,10,0,0,50,0,0,23,72.8,74.7,78,56.2,70.9,77.6,0,0,0,6,0,0,0,0,56.3,2,0,20,9,51,70,18,0,0,18,0,4,52,2,17,18,3,3,4,0,0,10,13,5
2017,Anthony Hitchens,8754,LB,DAL,12,13,0,83.8,0,1,9,68,73,51.3,53,76.7,75.1,1,6,0,28,7.9,7,1,1,98,31,0,466,5,293,544,16,0,0,16,0,5,528,27,224,52,38,69,37,7,0,278,140,9
2017,Walt Aikens,8760,S,MIA,4,0,0,100,0,0,17,57,45.7,0,,60,75.4,0,1,0,5,0,0,0,1,87.5,1,0,5,8,11,15,0,0,0,0,0,0,15,0,4,0,0,2,1,1,0,5,0,5
2017,Pierre Desir,8762,CB,IND,8,2,0,57.1,1,0,14,59.1,59.8,0,72.7,71,83.7,0,1,1,44,3.4,1,4,3,99.9,20,0,33,300,247,375,0,0,0,0,0,0,375,2,126,42,7,26,35,1,3,282,89,14.1
2017,Tre Boston,8763,S,LAC,16,17,0,25,0,0,27,89,80.6,43.6,51.3,64,81.6,0,0,5,8,8.6,7,2,2,39.6,3,0,76,0,624,1039,10,0,0,10,0,897,1029,7,408,56,10,57,12,0,2,19,7,6.3
