"","yearly_id","cluster"
"3364","2020_00-0036346","Cluster 5"
"3365","2020_00-0035795","Cluster 3"
"3366","2020_00-0027862","Cluster 10"
"3367","2020_00-0027969","Cluster 12"
"3368","2020_00-0031412","Cluster 12"
"3369","2020_00-0031175","Cluster 7"
"3370","2020_00-0033913","Cluster 8"
"3371","2020_00-0034318","Cluster 8"
"3372","2020_00-0035219","Cluster 8"
"3373","2020_00-0036352","Cluster 8"
"3374","2020_00-0030434","Cluster 4"
"3375","2020_00-0031263","Cluster 4"
"3376","2020_00-0030752","Cluster 7"
"3377","2020_00-0032146","Cluster 11"
"3378","2020_00-0033886","Cluster 11"
"3379","2020_00-0034335","Cluster 5"
"3380","2020_00-0034204","Cluster 7"
"3381","2020_00-0034720","Cluster 1"
"3382","2020_00-0035525","Cluster 4"
"3383","2020_00-0035223","Cluster 5"
"3384","2020_00-0036333","Cluster 7"
"3385","2020_00-0029329","Cluster 3"
"3386","2020_00-0032251","Cluster 5"
"3387","2020_00-0031608","Cluster 9"
"3388","2020_00-0032007","Cluster 6"
"3389","2020_00-0033872","Cluster 9"
"3390","2020_00-0033926","Cluster 6"
"3391","2020_00-0033931","Cluster 2"
"3392","2020_00-0034384","Cluster 6"
"3393","2020_00-0034756","Cluster 2"
"3394","2020_00-0034130","Cluster 3"
"3395","2020_00-0034527","Cluster 2"
"3396","2020_00-0035139","Cluster 2"
"3397","2020_00-0035142","Cluster 2"
"3398","2020_00-0027662","Cluster 11"
"3399","2020_00-0030069","Cluster 7"
"3400","2020_00-0030380","Cluster 11"
"3401","2020_00-0032387","Cluster 12"
"3402","2020_00-0033093","Cluster 8"
"3403","2020_00-0034831","Cluster 12"
"3404","2020_00-0034234","Cluster 10"
"3405","2020_00-0035636","Cluster 12"
"3406","2020_00-0035094","Cluster 10"
"3407","2020_00-0036426","Cluster 7"
"3408","2020_00-0028037","Cluster 4"
"3409","2020_00-0029193","Cluster 11"
"3410","2020_00-0029255","Cluster 4"
"3411","2020_00-0034755","Cluster 7"
"3412","2020_00-0035672","Cluster 1"
"3413","2020_00-0035143","Cluster 3"
"3414","2020_00-0036409","Cluster 1"
"3415","2020_00-0028092","Cluster 6"
"3416","2020_00-0030484","Cluster 2"
"3417","2020_00-0031334","Cluster 6"
"3418","2020_00-0031298","Cluster 9"
"3419","2020_00-0031061","Cluster 2"
"3420","2020_00-0031253","Cluster 2"
"3421","2020_00-0032057","Cluster 9"
"3422","2020_00-0033783","Cluster 2"
"3423","2020_00-0033649","Cluster 3"
"3424","2020_00-0034263","Cluster 9"
"3425","2020_00-0034730","Cluster 1"
"3426","2020_00-0034096","Cluster 6"
"3427","2020_00-0035318","Cluster 3"
"3428","2020_00-0035020","Cluster 1"
"3429","2020_00-0030555","Cluster 7"
"3430","2020_00-0030059","Cluster 7"
"3431","2020_00-0031297","Cluster 11"
"3432","2020_00-0030946","Cluster 11"
"3433","2020_00-0032164","Cluster 11"
"3434","2020_00-0033870","Cluster 8"
"3435","2020_00-0033912","Cluster 7"
"3436","2020_00-0033297","Cluster 10"
"3437","2020_00-0033746","Cluster 7"
"3438","2020_00-0034320","Cluster 8"
"3439","2020_00-0035717","Cluster 7"
"3440","2020_00-0035026","Cluster 8"
"3441","2020_00-0036260","Cluster 12"
"3442","2020_00-0035802","Cluster 8"
"3443","2020_00-0031961","Cluster 3"
"3444","2020_00-0032809","Cluster 3"
"3445","2020_00-0034815","Cluster 4"
"3446","2020_00-0034982","Cluster 4"
"3447","2020_00-0035166","Cluster 1"
"3448","2020_00-0031016","Cluster 2"
"3449","2020_00-0032637","Cluster 5"
"3450","2020_00-0034778","Cluster 6"
"3451","2020_00-0034374","Cluster 9"
"3452","2020_00-0035239","Cluster 6"
"3453","2020_00-0035699","Cluster 6"
"3454","2020_00-0035681","Cluster 3"
"3455","2020_00-0035210","Cluster 5"
"3456","2020_00-0036411","Cluster 9"
"3457","2020_00-0026564","Cluster 10"
"3458","2020_00-0027855","Cluster 12"
"3459","2020_00-0027867","Cluster 11"
"3460","2020_00-0030386","Cluster 12"
"3461","2020_00-0031957","Cluster 10"
"3462","2020_00-0033582","Cluster 8"
"3463","2020_00-0033595","Cluster 8"
"3464","2020_00-0034773","Cluster 10"
"3465","2020_00-0036430","Cluster 8"
"3466","2020_00-0036050","Cluster 8"
"3467","2020_00-0029562","Cluster 4"
"3468","2020_00-0030382","Cluster 1"
"3469","2020_00-0031101","Cluster 11"
"3470","2020_00-0035707","Cluster 4"
"3471","2020_00-0035254","Cluster 7"
"3472","2020_00-0036434","Cluster 3"
"3473","2020_00-0036045","Cluster 7"
"3474","2020_00-0030060","Cluster 9"
"3475","2020_00-0031218","Cluster 6"
"3476","2020_00-0031597","Cluster 3"
"3477","2020_00-0033132","Cluster 9"
"3478","2020_00-0033878","Cluster 6"
"3479","2020_00-0033566","Cluster 2"
"3480","2020_00-0033435","Cluster 6"
"3481","2020_00-0034662","Cluster 5"
"3482","2020_00-0035632","Cluster 2"
"3483","2020_00-0035573","Cluster 3"
"3484","2020_00-0036416","Cluster 2"
"3485","2020_00-0036240","Cluster 2"
"3486","2020_00-0029627","Cluster 12"
"3487","2020_00-0031364","Cluster 11"
"3488","2020_00-0031054","Cluster 10"
"3489","2020_00-0031556","Cluster 7"
"3490","2020_00-0034657","Cluster 8"
"3491","2020_00-0035643","Cluster 12"
"3492","2020_00-0035048","Cluster 7"
"3493","2020_00-0036237","Cluster 8"
"3494","2020_00-0036181","Cluster 10"
"3495","2020_00-0027980","Cluster 7"
"3496","2020_00-0029794","Cluster 5"
"3497","2020_00-0029869","Cluster 5"
"3498","2020_00-0032081","Cluster 5"
"3499","2020_00-0033954","Cluster 4"
"3500","2020_00-0034743","Cluster 4"
"3501","2020_00-0034828","Cluster 11"
"3502","2020_00-0035292","Cluster 1"
"3503","2020_00-0035521","Cluster 7"
"3504","2020_00-0032262","Cluster 9"
"3505","2020_00-0032195","Cluster 6"
"3506","2020_00-0031844","Cluster 2"
"3507","2020_00-0033084","Cluster 6"
"3508","2020_00-0033918","Cluster 3"
"3509","2020_00-0034334","Cluster 9"
"3510","2020_00-0034337","Cluster 3"
"3511","2020_00-0034465","Cluster 9"
"3512","2020_00-0035307","Cluster 2"
"3513","2020_00-0036349","Cluster 4"
"3514","2020_00-0027954","Cluster 7"
"3515","2020_00-0032781","Cluster 8"
"3516","2020_00-0033523","Cluster 12"
"3517","2020_00-0033525","Cluster 7"
"3518","2020_00-0033501","Cluster 8"
"3519","2020_00-0034333","Cluster 12"
"3520","2020_00-0034397","Cluster 8"
"3521","2020_00-0035647","Cluster 11"
"3522","2020_00-0036321","Cluster 11"
"3523","2020_00-0036351","Cluster 8"
"3524","2020_00-0036403","Cluster 7"
"3525","2020_00-0023448","Cluster 1"
"3526","2020_00-0029409","Cluster 1"
"3527","2020_00-0030064","Cluster 4"
"3528","2020_00-0031308","Cluster 1"
"3529","2020_00-0032998","Cluster 3"
"3530","2020_00-0034336","Cluster 5"
"3531","2020_00-0035286","Cluster 4"
"3532","2020_00-0036343","Cluster 3"
"3533","2021_00-0029747","Cluster 5"
"3534","2021_00-0030528","Cluster 6"
"3535","2021_00-0031052","Cluster 6"
"3536","2021_00-0032560","Cluster 3"
"3537","2021_00-0032848","Cluster 3"
"3538","2021_00-0032933","Cluster 2"
"3539","2021_00-0033890","Cluster 9"
"3540","2021_00-0033435","Cluster 3"
"3541","2021_00-0035236","Cluster 6"
"3542","2021_00-0035532","Cluster 5"
"3543","2021_00-0035705","Cluster 9"
"3544","2021_00-0036884","Cluster 6"
"3545","2021_00-0027686","Cluster 10"
"3546","2021_00-0027949","Cluster 12"
"3547","2021_00-0031105","Cluster 8"
"3548","2021_00-0031557","Cluster 8"
"3549","2021_00-0035248","Cluster 12"
"3550","2021_00-0035541","Cluster 8"
"3551","2021_00-0036371","Cluster 8"
"3552","2021_00-0036373","Cluster 10"
"3553","2021_00-0029585","Cluster 11"
"3554","2021_00-0031241","Cluster 7"
"3555","2021_00-0032127","Cluster 11"
"3556","2021_00-0032129","Cluster 4"
"3557","2021_00-0032809","Cluster 5"
"3558","2021_00-0033580","Cluster 1"
"3559","2021_00-0034404","Cluster 7"
"3560","2021_00-0034473","Cluster 7"
"3561","2021_00-0034490","Cluster 3"
"3562","2021_00-0036356","Cluster 4"
"3563","2021_00-0036933","Cluster 1"
"3564","2021_00-0036896","Cluster 7"
"3565","2021_00-0032320","Cluster 9"
"3566","2021_00-0030471","Cluster 1"
"3567","2021_00-0030383","Cluster 9"
"3568","2021_00-0033918","Cluster 6"
"3569","2021_00-0034357","Cluster 2"
"3570","2021_00-0035255","Cluster 2"
"3571","2021_00-0036285","Cluster 6"
"3572","2021_00-0036302","Cluster 2"
"3573","2021_00-0036961","Cluster 5"
"3574","2021_00-0036956","Cluster 3"
"3575","2021_00-0030757","Cluster 10"
"3576","2021_00-0031583","Cluster 12"
"3577","2021_00-0031947","Cluster 10"
"3578","2021_00-0033093","Cluster 8"
"3579","2021_00-0034723","Cluster 8"
"3580","2021_00-0035265","Cluster 7"
"3581","2021_00-0035390","Cluster 10"
"3582","2021_00-0036291","Cluster 8"
"3583","2021_00-0036948","Cluster 8"
"3584","2021_00-0030387","Cluster 11"
"3585","2021_00-0029794","Cluster 3"
"3586","2021_00-0030010","Cluster 7"
"3587","2021_00-0032052","Cluster 11"
"3588","2021_00-0031838","Cluster 7"
"3589","2021_00-0032388","Cluster 4"
"3590","2021_00-0034413","Cluster 4"
"3591","2021_00-0034139","Cluster 3"
"3592","2021_00-0036300","Cluster 5"
"3593","2021_00-0036949","Cluster 7"
"3594","2021_00-0027539","Cluster 5"
"3595","2021_00-0027965","Cluster 2"
"3596","2021_00-0030294","Cluster 5"
"3597","2021_00-0032891","Cluster 2"
"3598","2021_00-0032770","Cluster 2"
"3599","2021_00-0032942","Cluster 2"
"3600","2021_00-0033281","Cluster 6"
"3601","2021_00-0033294","Cluster 9"
"3602","2021_00-0034265","Cluster 6"
"3603","2021_00-0034277","Cluster 9"
"3604","2021_00-0035422","Cluster 2"
"3605","2021_00-0036199","Cluster 2"
"3606","2021_00-0036987","Cluster 9"
"3607","2021_00-0036587","Cluster 3"
"3608","2021_00-0026190","Cluster 12"
"3609","2021_00-0030511","Cluster 10"
"3610","2021_00-0031346","Cluster 10"
"3611","2021_00-0036130","Cluster 12"
"3612","2021_00-0036081","Cluster 8"
"3613","2021_00-0028008","Cluster 11"
"3614","2021_00-0028103","Cluster 7"
"3615","2021_00-0028278","Cluster 1"
"3616","2021_00-0030761","Cluster 1"
"3617","2021_00-0033283","Cluster 11"
"3618","2021_00-0034787","Cluster 1"
"3619","2021_00-0035651","Cluster 7"
"3620","2021_00-0036323","Cluster 4"
"3621","2021_00-0036280","Cluster 1"
"3622","2021_00-0036157","Cluster 3"
"3623","2021_00-0036940","Cluster 11"
"3624","2021_00-0036562","Cluster 7"
"3625","2021_00-0030090","Cluster 9"
"3626","2021_00-0030114","Cluster 9"
"3627","2021_00-0033884","Cluster 6"
"3628","2021_00-0034376","Cluster 2"
"3629","2021_00-0034391","Cluster 5"
"3630","2021_00-0034514","Cluster 6"
"3631","2021_00-0035290","Cluster 5"
"3632","2021_00-0035357","Cluster 5"
"3633","2021_00-0036166","Cluster 2"
"3634","2021_00-0036888","Cluster 3"
"3635","2021_00-0036589","Cluster 3"
"3636","2021_00-0027881","Cluster 11"
"3637","2021_00-0028339","Cluster 7"
"3638","2021_00-0030455","Cluster 8"
"3639","2021_00-0031500","Cluster 7"
"3640","2021_00-0032967","Cluster 8"
"3641","2021_00-0032518","Cluster 8"
"3642","2021_00-0032660","Cluster 8"
"3643","2021_00-0033598","Cluster 8"
"3644","2021_00-0034782","Cluster 8"
"3645","2021_00-0035230","Cluster 12"
"3646","2021_00-0036192","Cluster 7"
"3647","2021_00-0036914","Cluster 7"
"3648","2021_00-0036553","Cluster 7"
"3649","2021_00-0030463","Cluster 1"
"3650","2021_00-0032366","Cluster 5"
"3651","2021_00-0033571","Cluster 4"
"3652","2021_00-0034673","Cluster 4"
"3653","2021_00-0034430","Cluster 3"
"3654","2021_00-0035352","Cluster 1"
"3655","2021_00-0029542","Cluster 2"
"3656","2021_00-0029901","Cluster 2"
"3657","2021_00-0030228","Cluster 2"
"3658","2021_00-0032403","Cluster 9"
"3659","2021_00-0034356","Cluster 6"
"3660","2021_00-0034496","Cluster 2"
"3661","2021_00-0036283","Cluster 2"
"3662","2021_00-0036281","Cluster 2"
"3663","2021_00-0036293","Cluster 9"
"3664","2021_00-0035950","Cluster 2"
"3665","2021_00-0036037","Cluster 5"
"3666","2021_00-0036944","Cluster 6"
"3667","2021_00-0036561","Cluster 2"
"3668","2021_00-0031054","Cluster 10"
"3669","2021_00-0032671","Cluster 12"
"3670","2021_00-0034382","Cluster 7"
"3671","2021_00-0035713","Cluster 11"
"3672","2021_00-0035306","Cluster 7"
"3673","2021_00-0036220","Cluster 12"
"3674","2021_00-0036288","Cluster 12"
"3675","2021_00-0036311","Cluster 10"
"3676","2021_00-0036137","Cluster 7"
"3677","2021_00-0036558","Cluster 8"
"3678","2021_00-0036576","Cluster 8"
"3679","2021_00-0029061","Cluster 1"
"3680","2021_00-0031550","Cluster 4"
"3681","2021_00-0033875","Cluster 11"
"3682","2021_00-0034396","Cluster 4"
"3683","2021_00-0034154","Cluster 7"
"3684","2021_00-0034302","Cluster 1"
"3685","2021_00-0036270","Cluster 3"
"3686","2021_00-0028924","Cluster 9"
"3687","2021_00-0033103","Cluster 6"
"3688","2021_00-0032774","Cluster 2"
"3689","2021_00-0032786","Cluster 3"
"3690","2021_00-0032790","Cluster 2"
"3691","2021_00-0033545","Cluster 3"
"3692","2021_00-0033784","Cluster 9"
"3693","2021_00-0035293","Cluster 2"
"3694","2021_00-0035696","Cluster 2"
"3695","2021_00-0036292","Cluster 6"
"3696","2021_00-0036307","Cluster 6"
"3697","2021_00-0036385","Cluster 3"
"3698","2021_00-0036908","Cluster 2"
"3699","2021_00-0029657","Cluster 12"
"3700","2021_00-0030449","Cluster 8"
"3701","2021_00-0032265","Cluster 8"
"3702","2021_00-0031551","Cluster 10"
"3703","2021_00-0032107","Cluster 12"
"3704","2021_00-0034387","Cluster 12"
"3705","2021_00-0036909","Cluster 10"
"3706","2021_00-0027952","Cluster 11"
"3707","2021_00-0029193","Cluster 7"
"3708","2021_00-0029577","Cluster 1"
"3709","2021_00-0030527","Cluster 4"
"3710","2021_00-0031040","Cluster 11"
"3711","2021_00-0031258","Cluster 7"
"3712","2021_00-0031175","Cluster 7"
"3713","2021_00-0031130","Cluster 1"
"3714","2021_00-0034874","Cluster 4"
"3715","2021_00-0036305","Cluster 11"
"3716","2021_00-0036704","Cluster 3"
"3717","2021_00-0036705","Cluster 7"
"3718","2021_00-0028908","Cluster 5"
"3719","2021_00-0031181","Cluster 5"
"3720","2021_00-0031546","Cluster 6"
"3721","2021_00-0032379","Cluster 6"
"3722","2021_00-0032758","Cluster 2"
"3723","2021_00-0032939","Cluster 9"
"3724","2021_00-0032521","Cluster 2"
"3725","2021_00-0033548","Cluster 6"
"3726","2021_00-0033791","Cluster 5"
"3727","2021_00-0034675","Cluster 9"
"3728","2021_00-0034756","Cluster 2"
"3729","2021_00-0034683","Cluster 3"
"3730","2021_00-0034446","Cluster 5"
"3731","2021_00-0030148","Cluster 8"
"3732","2021_00-0032424","Cluster 10"
"3733","2021_00-0033905","Cluster 12"
"3734","2021_00-0033935","Cluster 11"
"3735","2021_00-0033347","Cluster 8"
"3736","2021_00-0034800","Cluster 12"
"3737","2021_00-0034834","Cluster 11"
"3738","2021_00-0035048","Cluster 7"
"3739","2021_00-0036341","Cluster 7"
"3740","2021_00-0036850","Cluster 7"
"3741","2021_00-0036851","Cluster 10"
"3742","2021_00-0033790","Cluster 5"
"3743","2021_00-0033452","Cluster 5"
"3744","2021_00-0035697","Cluster 4"
"3745","2021_00-0036294","Cluster 4"
"3746","2021_00-0036298","Cluster 1"
"3747","2021_00-0036314","Cluster 5"
"3748","2021_00-0036432","Cluster 1"
"3749","2021_00-0035895","Cluster 5"
"3750","2021_00-0036203","Cluster 5"
"3751","2021_00-0031785","Cluster 2"
"3752","2021_00-0033927","Cluster 9"
"3753","2021_00-0033302","Cluster 2"
"3754","2021_00-0034856","Cluster 6"
"3755","2021_00-0034355","Cluster 2"
"3756","2021_00-0034779","Cluster 9"
"3757","2021_00-0035638","Cluster 2"
"3758","2021_00-0035210","Cluster 3"
"3759","2021_00-0036282","Cluster 2"
"3760","2021_00-0036114","Cluster 2"
"3761","2021_00-0036996","Cluster 6"
"3762","2021_00-0036641","Cluster 3"
"3763","2021_00-0029568","Cluster 12"
"3764","2021_00-0031364","Cluster 11"
"3765","2021_00-0033010","Cluster 8"
"3766","2021_00-0033868","Cluster 11"
"3767","2021_00-0033540","Cluster 7"
"3768","2021_00-0034019","Cluster 12"
"3769","2021_00-0033969","Cluster 7"
"3770","2021_00-0035281","Cluster 7"
"3771","2021_00-0035404","Cluster 7"
"3772","2021_00-0036266","Cluster 8"
"3773","2021_00-0036883","Cluster 8"
"3774","2021_00-0028180","Cluster 1"
"3775","2021_00-0033570","Cluster 4"
"3776","2021_00-0033973","Cluster 5"
"3777","2021_00-0035646","Cluster 1"
"3778","2021_00-0035144","Cluster 1"
"3779","2021_00-0036276","Cluster 1"
"3780","2021_00-0036915","Cluster 4"
"3781","2021_00-0033047","Cluster 6"
"3782","2021_00-0032438","Cluster 5"
"3783","2021_00-0032454","Cluster 9"
"3784","2021_00-0033877","Cluster 2"
"3785","2021_00-0033928","Cluster 2"
"3786","2021_00-0033512","Cluster 9"
"3787","2021_00-0035301","Cluster 2"
"3788","2021_00-0036361","Cluster 6"
"3789","2021_00-0036935","Cluster 3"
"3790","2021_00-0036986","Cluster 3"
"3791","2021_00-0036661","Cluster 5"
"3792","2021_00-0031411","Cluster 11"
"3793","2021_00-0031177","Cluster 8"
"3794","2021_00-0032197","Cluster 11"
"3795","2021_00-0033917","Cluster 11"
"3796","2021_00-0033563","Cluster 10"
"3797","2021_00-0034373","Cluster 11"
"3798","2021_00-0035247","Cluster 8"
"3799","2021_00-0036366","Cluster 10"
"3800","2021_00-0036379","Cluster 7"
"3801","2021_00-0036942","Cluster 12"
"3802","2021_00-0036982","Cluster 7"
"3803","2021_00-0036649","Cluster 8"
"3804","2021_00-0036537","Cluster 8"
"3805","2021_00-0032382","Cluster 1"
"3806","2021_00-0034674","Cluster 1"
"3807","2021_00-0035413","Cluster 3"
"3808","2021_00-0036028","Cluster 3"
"3809","2021_00-0036932","Cluster 4"
"3810","2021_00-0036882","Cluster 5"
"3811","2021_00-0027872","Cluster 9"
"3812","2021_00-0031041","Cluster 6"
"3813","2021_00-0032195","Cluster 6"
"3814","2021_00-0031904","Cluster 2"
"3815","2021_00-0032971","Cluster 9"
"3816","2021_00-0033568","Cluster 3"
"3817","2021_00-0034639","Cluster 3"
"3818","2021_00-0035227","Cluster 5"
"3819","2021_00-0036390","Cluster 2"
"3820","2021_00-0036874","Cluster 6"
"3821","2021_00-0036633","Cluster 3"
"3822","2021_00-0029890","Cluster 10"
"3823","2021_00-0031242","Cluster 8"
"3824","2021_00-0031270","Cluster 12"
"3825","2021_00-0031636","Cluster 8"
"3826","2021_00-0031795","Cluster 8"
"3827","2021_00-0035678","Cluster 12"
"3828","2021_00-0035073","Cluster 8"
"3829","2021_00-0036420","Cluster 8"
"3830","2021_00-0032448","Cluster 7"
"3831","2021_00-0034832","Cluster 11"
"3832","2021_00-0034368","Cluster 4"
"3833","2021_00-0034266","Cluster 4"
"3834","2021_00-0034806","Cluster 1"
"3835","2021_00-0034887","Cluster 4"
"3836","2021_00-0034954","Cluster 11"
"3837","2021_00-0036428","Cluster 1"
"3838","2021_00-0035804","Cluster 4"
"3839","2021_00-0036465","Cluster 7"
"3840","2021_00-0036995","Cluster 4"
"3841","2021_00-0036952","Cluster 7"
"3842","2021_00-0036725","Cluster 7"
"3843","2021_00-0031870","Cluster 9"
"3844","2021_00-0034745","Cluster 9"
"3845","2021_00-0035655","Cluster 9"
"3846","2021_00-0035270","Cluster 6"
"3847","2021_00-0035327","Cluster 5"
"3848","2021_00-0036274","Cluster 6"
"3849","2021_00-0036010","Cluster 3"
"3850","2021_00-0036011","Cluster 3"
"3851","2021_00-0036993","Cluster 2"
"3852","2021_00-0036530","Cluster 5"
"3853","2021_00-0036748","Cluster 6"
"3854","2021_00-0036752","Cluster 2"
"3855","2021_00-0029630","Cluster 12"
"3856","2021_00-0030500","Cluster 12"
"3857","2021_00-0036238","Cluster 10"
"3858","2021_00-0036444","Cluster 8"
"3859","2021_00-0035906","Cluster 7"
"3860","2021_00-0035928","Cluster 8"
"3861","2021_00-0036954","Cluster 8"
"3862","2021_00-0036624","Cluster 10"
"3863","2021_00-0031566","Cluster 11"
"3864","2021_00-0032655","Cluster 11"
"3865","2021_00-0033880","Cluster 11"
"3866","2021_00-0033914","Cluster 4"
"3867","2021_00-0033557","Cluster 4"
"3868","2021_00-0034801","Cluster 1"
"3869","2021_00-0035531","Cluster 7"
"3870","2021_00-0035330","Cluster 1"
"3871","2021_00-0036249","Cluster 7"
"3872","2021_00-0036086","Cluster 7"
"3873","2021_00-0036964","Cluster 1"
"3874","2021_00-0031584","Cluster 9"
"3875","2021_00-0033524","Cluster 2"
"3876","2021_00-0033551","Cluster 6"
"3877","2021_00-0034728","Cluster 6"
"3878","2021_00-0034780","Cluster 3"
"3879","2021_00-0034468","Cluster 2"
"3880","2021_00-0034968","Cluster 9"
"3881","2021_00-0035962","Cluster 5"
"3882","2021_00-0036901","Cluster 6"
"3883","2021_00-0036645","Cluster 5"
"3884","2021_00-0029643","Cluster 7"
"3885","2021_00-0033120","Cluster 12"
"3886","2021_00-0032412","Cluster 12"
"3887","2021_00-0034185","Cluster 8"
"3888","2021_00-0034984","Cluster 12"
"3889","2021_00-0035965","Cluster 7"
"3890","2021_00-0036642","Cluster 10"
"3891","2021_00-0036788","Cluster 8"
"3892","2021_00-0031935","Cluster 11"
"3893","2021_00-0031576","Cluster 7"
"3894","2021_00-0032401","Cluster 4"
"3895","2021_00-0034754","Cluster 1"
"3896","2021_00-0034967","Cluster 11"
"3897","2021_00-0034999","Cluster 3"
"3898","2021_00-0036239","Cluster 7"
"3899","2021_00-0035961","Cluster 1"
"3900","2021_00-0036030","Cluster 7"
"3901","2021_00-0036076","Cluster 7"
"3902","2021_00-0031338","Cluster 5"
"3903","2021_00-0031097","Cluster 6"
"3904","2021_00-0033059","Cluster 2"
"3905","2021_00-0033038","Cluster 4"
"3906","2021_00-0033566","Cluster 6"
"3907","2021_00-0034361","Cluster 9"
"3908","2021_00-0034278","Cluster 5"
"3909","2021_00-0034485","Cluster 5"
"3910","2021_00-0034488","Cluster 2"
"3911","2021_00-0034594","Cluster 5"
"3912","2021_00-0035244","Cluster 2"
"3913","2021_00-0033131","Cluster 12"
"3914","2021_00-0032970","Cluster 7"
"3915","2021_00-0033782","Cluster 7"
"3916","2021_00-0033920","Cluster 7"
"3917","2021_00-0033940","Cluster 10"
"3918","2021_00-0033469","Cluster 8"
"3919","2021_00-0034163","Cluster 11"
"3920","2021_00-0036289","Cluster 8"
"3921","2021_00-0036224","Cluster 7"
"3922","2021_00-0036568","Cluster 8"
"3923","2021_00-0031361","Cluster 4"
"3924","2021_00-0031308","Cluster 5"
"3925","2021_00-0031264","Cluster 7"
"3926","2021_00-0031740","Cluster 1"
"3927","2021_00-0032437","Cluster 4"
"3928","2021_00-0033336","Cluster 2"
"3929","2021_00-0033344","Cluster 3"
"3930","2021_00-0036029","Cluster 7"
"3931","2021_00-0036844","Cluster 5"
"3932","2021_00-0027914","Cluster 9"
"3933","2021_00-0030575","Cluster 6"
"3934","2021_00-0030312","Cluster 5"
"3935","2021_00-0031269","Cluster 5"
"3936","2021_00-0033393","Cluster 4"
"3937","2021_00-0034091","Cluster 2"
"3938","2021_00-0035637","Cluster 6"
"3939","2021_00-0035530","Cluster 4"
"3940","2021_00-0036253","Cluster 9"
"3941","2021_00-0036222","Cluster 3"
"3942","2021_00-0032378","Cluster 12"
"3943","2021_00-0032871","Cluster 8"
"3944","2021_00-0033952","Cluster 10"
"3945","2021_00-0033964","Cluster 11"
"3946","2021_00-0033588","Cluster 7"
"3947","2021_00-0034354","Cluster 7"
"3948","2021_00-0034359","Cluster 7"
"3949","2021_00-0034325","Cluster 8"
"3950","2021_00-0034969","Cluster 7"
"3951","2021_00-0035857","Cluster 8"
"3952","2021_00-0036479","Cluster 11"
"3953","2021_00-0034846","Cluster 4"
"3954","2021_00-0034424","Cluster 3"
"3955","2021_00-0034431","Cluster 1"
"3956","2021_00-0035687","Cluster 4"
"3957","2021_00-0034987","Cluster 5"
"3958","2021_00-0030161","Cluster 2"
"3959","2021_00-0031176","Cluster 2"
"3960","2021_00-0033926","Cluster 6"
"3961","2021_00-0033941","Cluster 9"
"3962","2021_00-0033792","Cluster 2"
"3963","2021_00-0034516","Cluster 2"
"3964","2021_00-0035375","Cluster 3"
"3965","2021_00-0035378","Cluster 9"
"3966","2021_00-0036306","Cluster 2"
"3967","2021_00-0036316","Cluster 5"
"3968","2021_00-0036974","Cluster 6"
"3969","2021_00-0036941","Cluster 5"
"3970","2021_00-0029799","Cluster 7"
"3971","2021_00-0032261","Cluster 10"
"3972","2021_00-0033064","Cluster 8"
"3973","2021_00-0032667","Cluster 12"
"3974","2021_00-0033907","Cluster 11"
"3975","2021_00-0034842","Cluster 8"
"3976","2021_00-0036262","Cluster 10"
"3977","2021_00-0036881","Cluster 8"
"3978","2021_00-0032215","Cluster 4"
"3979","2021_00-0032968","Cluster 4"
"3980","2021_00-0033046","Cluster 7"
"3981","2021_00-0035642","Cluster 11"
"3982","2021_00-0035670","Cluster 5"
"3983","2021_00-0036286","Cluster 7"
"3984","2021_00-0036235","Cluster 3"
"3985","2021_00-0036434","Cluster 5"
"3986","2021_00-0036868","Cluster 7"
"3987","2021_00-0030459","Cluster 9"
"3988","2021_00-0030665","Cluster 2"
"3989","2021_00-0034843","Cluster 2"
"3990","2021_00-0034680","Cluster 5"
"3991","2021_00-0034145","Cluster 3"
"3992","2021_00-0034573","Cluster 6"
"3993","2021_00-0035684","Cluster 3"
"3994","2021_00-0035625","Cluster 9"
"3995","2021_00-0035147","Cluster 2"
"3996","2021_00-0036359","Cluster 3"
"3997","2021_00-0036374","Cluster 6"
"3998","2021_00-0036678","Cluster 3"
"3999","2021_00-0030503","Cluster 7"
"4000","2021_00-0032210","Cluster 11"
"4001","2021_00-0032762","Cluster 12"
"4002","2021_00-0032387","Cluster 12"
"4003","2021_00-0033066","Cluster 8"
"4004","2021_00-0034818","Cluster 8"
"4005","2021_00-0035656","Cluster 8"
"4006","2021_00-0036378","Cluster 7"
"4007","2021_00-0035890","Cluster 8"
"4008","2021_00-0036632","Cluster 7"
"4009","2021_00-0029249","Cluster 11"
"4010","2021_00-0031348","Cluster 1"
"4011","2021_00-0034781","Cluster 5"
"4012","2021_00-0034296","Cluster 1"
"4013","2021_00-0036362","Cluster 1"
"4014","2021_00-0036621","Cluster 1"
"4015","2021_00-0033055","Cluster 6"
"4016","2021_00-0032592","Cluster 5"
"4017","2021_00-0032641","Cluster 2"
"4018","2021_00-0034203","Cluster 6"
"4019","2021_00-0035663","Cluster 9"
"4020","2021_00-0035665","Cluster 2"
"4021","2021_00-0035669","Cluster 2"
"4022","2021_00-0036421","Cluster 5"
"4023","2021_00-0036431","Cluster 9"
"4024","2021_00-0036077","Cluster 3"
"4025","2021_00-0036904","Cluster 2"
"4026","2021_00-0031388","Cluster 12"
"4027","2021_00-0032889","Cluster 12"
"4028","2021_00-0034810","Cluster 12"
"4029","2021_00-0035667","Cluster 10"
