"","yearly_id","down","snap_count","team_snaps","snap_down_usage"
"552","2021_00-0031280",1,520,524,99.236641221374
"553","2021_00-0031280",2,417,424,98.3490566037736
"554","2021_00-0031280",3,245,247,99.1902834008097
"555","2021_00-0031280",4,18,20,90
"556","2021_00-0031282",1,246,246,100
"557","2021_00-0031282",2,196,196,100
"558","2021_00-0031282",3,144,144,100
"559","2021_00-0031282",4,15,15,100
"560","2021_00-0031285",1,244,525,46.4761904761905
"561","2021_00-0031285",2,184,386,47.6683937823834
"562","2021_00-0031285",3,94,221,42.5339366515837
"563","2021_00-0031285",4,9,30,30
"564","2021_00-0031319",1,21,340,6.17647058823529
"565","2021_00-0031319",2,19,247,7.69230769230769
"566","2021_00-0031319",3,12,156,7.69230769230769
"567","2021_00-0031319",4,0,24,0
"568","2021_00-0031325",1,191,415,46.0240963855422
"569","2021_00-0031325",2,158,312,50.6410256410256
"570","2021_00-0031325",3,97,176,55.1136363636364
"571","2021_00-0031325",4,4,16,25
"572","2021_00-0031330",1,408,436,93.5779816513761
"573","2021_00-0031330",2,311,335,92.8358208955224
"574","2021_00-0031330",3,189,205,92.1951219512195
"575","2021_00-0031330",4,26,29,89.6551724137931
"576","2021_00-0031345",1,486,506,96.0474308300395
"577","2021_00-0031345",2,352,364,96.7032967032967
"578","2021_00-0031345",3,201,214,93.9252336448598
"579","2021_00-0031345",4,14,20,70
"580","2021_00-0031349",1,252,278,90.6474820143885
"581","2021_00-0031349",2,196,216,90.7407407407407
"582","2021_00-0031349",3,119,130,91.5384615384615
"583","2021_00-0031349",4,12,13,92.3076923076923
"584","2021_00-0031353",1,379,381,99.4750656167979
"585","2021_00-0031353",2,278,280,99.2857142857143
"586","2021_00-0031353",3,175,176,99.4318181818182
"587","2021_00-0031353",4,30,30,100
"588","2021_00-0031362",1,465,502,92.6294820717131
"589","2021_00-0031362",2,375,405,92.5925925925926
"590","2021_00-0031362",3,248,268,92.5373134328358
"591","2021_00-0031362",4,28,30,93.3333333333333
"592","2021_00-0031367",1,417,421,99.0498812351544
"593","2021_00-0031367",2,315,319,98.7460815047022
"594","2021_00-0031367",3,193,195,98.974358974359
"595","2021_00-0031367",4,13,13,100
"596","2021_00-0031369",1,217,238,91.1764705882353
"597","2021_00-0031369",2,157,173,90.7514450867052
"598","2021_00-0031369",3,97,106,91.5094339622642
"599","2021_00-0031369",4,12,14,85.7142857142857
"600","2021_00-0031376",1,126,499,25.250501002004
"601","2021_00-0031376",2,107,367,29.1553133514986
"602","2021_00-0031376",3,98,203,48.2758620689655
"603","2021_00-0031376",4,3,13,23.0769230769231
"604","2021_00-0031381",1,398,478,83.2635983263598
"605","2021_00-0031381",2,297,347,85.5907780979827
"606","2021_00-0031381",3,191,208,91.8269230769231
"607","2021_00-0031381",4,16,20,80
"608","2021_00-0031382",1,219,336,65.1785714285714
"609","2021_00-0031382",2,166,242,68.5950413223141
"610","2021_00-0031382",3,125,156,80.1282051282051
"611","2021_00-0031382",4,17,19,89.4736842105263
"612","2021_00-0031384",1,38,120,31.6666666666667
"613","2021_00-0031384",2,27,88,30.6818181818182
"614","2021_00-0031384",3,7,57,12.280701754386
"615","2021_00-0031384",4,3,9,33.3333333333333
"616","2021_00-0031387",1,86,236,36.4406779661017
"617","2021_00-0031387",2,98,192,51.0416666666667
"618","2021_00-0031387",3,64,125,51.2
"619","2021_00-0031387",4,3,10,30
"620","2021_00-0031395",1,23,23,100
"621","2021_00-0031395",2,17,17,100
"622","2021_00-0031395",3,13,13,100
"623","2021_00-0031395",4,1,1,100
"624","2021_00-0031402",1,437,453,96.4679911699779
"625","2021_00-0031402",2,335,349,95.9885386819484
"626","2021_00-0031402",3,216,229,94.3231441048035
"627","2021_00-0031402",4,25,25,100
"628","2021_00-0031408",1,422,487,86.652977412731
"629","2021_00-0031408",2,325,383,84.8563968668407
"630","2021_00-0031408",3,202,222,90.990990990991
"631","2021_00-0031408",4,16,18,88.8888888888889
"632","2021_00-0031410",1,54,54,100
"633","2021_00-0031410",2,40,40,100
"634","2021_00-0031410",3,27,27,100
"635","2021_00-0031410",4,3,3,100
"636","2021_00-0031426",1,483,483,100
"637","2021_00-0031426",2,354,354,100
"638","2021_00-0031426",3,231,231,100
"639","2021_00-0031426",4,34,34,100
"640","2021_00-0031428",1,203,268,75.7462686567164
"641","2021_00-0031428",2,169,216,78.2407407407407
"642","2021_00-0031428",3,127,135,94.0740740740741
"643","2021_00-0031428",4,13,16,81.25
"644","2021_00-0031433",1,362,385,94.025974025974
"645","2021_00-0031433",2,269,283,95.0530035335689
"646","2021_00-0031433",3,170,175,97.1428571428571
"647","2021_00-0031433",4,19,19,100
"648","2021_00-0031442",1,337,366,92.0765027322404
"649","2021_00-0031442",2,264,287,91.98606271777
"650","2021_00-0031442",3,166,179,92.7374301675978
"651","2021_00-0031442",4,20,22,90.9090909090909
"652","2021_00-0031484",1,212,448,47.3214285714286
"653","2021_00-0031484",2,122,337,36.2017804154303
"654","2021_00-0031484",3,26,214,12.1495327102804
"655","2021_00-0031484",4,8,28,28.5714285714286
"656","2021_00-0031503",1,99,119,83.1932773109244
"657","2021_00-0031503",2,82,104,78.8461538461538
"658","2021_00-0031503",3,62,73,84.9315068493151
"659","2021_00-0031503",4,7,8,87.5
"660","2021_00-0031534",1,253,303,83.4983498349835
"661","2021_00-0031534",2,205,242,84.7107438016529
"662","2021_00-0031534",3,147,174,84.4827586206897
"663","2021_00-0031534",4,16,16,100
"664","2021_00-0031544",1,330,429,76.9230769230769
"665","2021_00-0031544",2,262,331,79.1540785498489
"666","2021_00-0031544",3,178,216,82.4074074074074
"667","2021_00-0031544",4,24,25,96
"668","2021_00-0031545",1,15,136,11.0294117647059
"669","2021_00-0031545",2,13,116,11.2068965517241
"670","2021_00-0031545",3,13,77,16.8831168831169
"671","2021_00-0031545",4,1,5,20
"672","2021_00-0031547",1,194,249,77.9116465863454
"673","2021_00-0031547",2,156,204,76.4705882352941
"674","2021_00-0031547",3,124,141,87.9432624113475
"675","2021_00-0031547",4,13,17,76.4705882352941
"676","2021_00-0031549",1,333,421,79.0973871733967
"677","2021_00-0031549",2,243,317,76.6561514195584
"678","2021_00-0031549",3,155,200,77.5
"679","2021_00-0031549",4,10,14,71.4285714285714
"680","2021_00-0031558",1,108,151,71.523178807947
"681","2021_00-0031558",2,89,124,71.7741935483871
"682","2021_00-0031558",3,23,60,38.3333333333333
"683","2021_00-0031558",4,2,3,66.6666666666667
"684","2021_00-0031567",1,518,527,98.292220113852
"685","2021_00-0031567",2,377,386,97.6683937823834
"686","2021_00-0031567",3,225,229,98.2532751091703
"687","2021_00-0031567",4,23,23,100
"688","2021_00-0031575",1,1,29,3.44827586206897
"689","2021_00-0031575",2,1,23,4.34782608695652
"690","2021_00-0031575",3,0,12,0
"691","2021_00-0031575",4,0,1,0
"692","2021_00-0031580",1,407,416,97.8365384615385
"693","2021_00-0031580",2,308,316,97.4683544303797
"694","2021_00-0031580",3,198,202,98.019801980198
"695","2021_00-0031580",4,18,18,100
"696","2021_00-0031581",1,377,459,82.1350762527233
"697","2021_00-0031581",2,273,339,80.5309734513274
"698","2021_00-0031581",3,160,205,78.0487804878049
"699","2021_00-0031581",4,20,25,80
"700","2021_00-0031585",1,228,439,51.9362186788155
"701","2021_00-0031585",2,161,339,47.4926253687316
"702","2021_00-0031585",3,47,218,21.5596330275229
"703","2021_00-0031585",4,7,23,30.4347826086957
"704","2021_00-0031588",1,443,527,84.0607210626186
"705","2021_00-0031588",2,323,386,83.6787564766839
"706","2021_00-0031588",3,201,229,87.7729257641921
"707","2021_00-0031588",4,20,23,86.9565217391304
"708","2021_00-0031595",1,55,617,8.91410048622366
"709","2021_00-0031595",2,16,450,3.55555555555556
"710","2021_00-0031595",3,15,256,5.859375
"711","2021_00-0031595",4,5,11,45.4545454545455
"712","2021_00-0031598",1,45,157,28.6624203821656
"713","2021_00-0031598",2,33,126,26.1904761904762
"714","2021_00-0031598",3,13,74,17.5675675675676
"715","2021_00-0031598",4,7,14,50
"716","2021_00-0031610",1,288,364,79.1208791208791
"717","2021_00-0031610",2,235,289,81.3148788927336
"718","2021_00-0031610",3,157,176,89.2045454545455
"719","2021_00-0031610",4,15,17,88.2352941176471
"720","2021_00-0031622",1,42,85,49.4117647058824
"721","2021_00-0031622",2,33,67,49.2537313432836
"722","2021_00-0031622",3,24,48,50
"723","2021_00-0031622",4,1,3,33.3333333333333
"724","2021_00-0031632",1,8,39,20.5128205128205
"725","2021_00-0031632",2,5,29,17.2413793103448
"726","2021_00-0031632",3,4,20,20
"727","2021_00-0031632",4,0,1,0
"728","2021_00-0031687",1,3,29,10.3448275862069
"729","2021_00-0031687",2,1,18,5.55555555555556
"730","2021_00-0031687",3,0,9,0
"731","2021_00-0031690",1,182,554,32.8519855595668
"732","2021_00-0031690",2,87,409,21.2713936430318
"733","2021_00-0031690",3,25,232,10.7758620689655
"734","2021_00-0031690",4,12,30,40
"735","2021_00-0031734",1,224,355,63.0985915492958
"736","2021_00-0031734",2,171,264,64.7727272727273
"737","2021_00-0031734",3,110,160,68.75
"738","2021_00-0031734",4,11,15,73.3333333333333
"739","2021_00-0031744",1,3,31,9.67741935483871
"740","2021_00-0031744",2,6,22,27.2727272727273
"741","2021_00-0031744",3,0,10,0
"742","2021_00-0031763",1,216,498,43.3734939759036
"743","2021_00-0031763",2,172,352,48.8636363636364
"744","2021_00-0031763",3,100,236,42.3728813559322
"745","2021_00-0031763",4,17,31,54.8387096774194
"746","2021_00-0031779",1,37,99,37.3737373737374
"747","2021_00-0031779",2,31,83,37.3493975903614
"748","2021_00-0031779",3,17,50,34
"749","2021_00-0031779",4,0,4,0
"750","2021_00-0031787",1,47,470,10
"751","2021_00-0031787",2,35,351,9.97150997150997
"752","2021_00-0031787",3,10,208,4.80769230769231
"753","2021_00-0031787",4,0,23,0
"754","2021_00-0031800",1,455,475,95.7894736842105
"755","2021_00-0031800",2,317,335,94.6268656716418
"756","2021_00-0031800",3,210,223,94.170403587444
"757","2021_00-0031800",4,28,30,93.3333333333333
"758","2021_00-0031806",1,52,198,26.2626262626263
"759","2021_00-0031806",2,31,155,20
"760","2021_00-0031806",3,43,101,42.5742574257426
"761","2021_00-0031806",4,6,15,40
"762","2021_00-0031852",1,463,470,98.5106382978723
"763","2021_00-0031852",2,350,356,98.314606741573
"764","2021_00-0031852",3,219,221,99.0950226244344
"765","2021_00-0031852",4,18,18,100
"766","2021_00-0031868",1,239,419,57.0405727923628
"767","2021_00-0031868",2,197,325,60.6153846153846
"768","2021_00-0031868",3,129,207,62.3188405797101
"769","2021_00-0031868",4,19,32,59.375
"770","2021_00-0031893",1,424,461,91.9739696312364
"771","2021_00-0031893",2,344,376,91.4893617021277
"772","2021_00-0031893",3,221,245,90.2040816326531
"773","2021_00-0031893",4,21,24,87.5
"774","2021_00-0031921",1,38,163,23.3128834355828
"775","2021_00-0031921",2,30,132,22.7272727272727
"776","2021_00-0031921",3,15,80,18.75
"777","2021_00-0031921",4,1,7,14.2857142857143
"778","2021_00-0031923",1,83,111,74.7747747747748
"779","2021_00-0031923",2,60,83,72.289156626506
"780","2021_00-0031923",3,40,55,72.7272727272727
"781","2021_00-0031923",4,6,6,100
"782","2021_00-0031934",1,1,34,2.94117647058824
"783","2021_00-0031934",2,2,26,7.69230769230769
"784","2021_00-0031934",3,4,13,30.7692307692308
"785","2021_00-0031934",4,1,1,100
"786","2021_00-0031936",1,517,527,98.1024667931689
"787","2021_00-0031936",2,377,386,97.6683937823834
"788","2021_00-0031936",3,226,229,98.6899563318777
"789","2021_00-0031936",4,22,23,95.6521739130435
"790","2021_00-0031941",1,194,307,63.1921824104234
"791","2021_00-0031941",2,159,237,67.0886075949367
"792","2021_00-0031941",3,120,143,83.9160839160839
"793","2021_00-0031941",4,13,19,68.4210526315789
"794","2021_00-0031951",1,104,168,61.9047619047619
"795","2021_00-0031951",2,77,127,60.6299212598425
"796","2021_00-0031951",3,52,85,61.1764705882353
"797","2021_00-0031951",4,7,10,70
"798","2021_00-0031958",1,179,183,97.8142076502732
"799","2021_00-0031958",2,153,156,98.0769230769231
"800","2021_00-0031958",3,91,94,96.8085106382979
"801","2021_00-0031958",4,4,4,100
"802","2021_00-0032009",1,242,498,48.5943775100402
"803","2021_00-0032009",2,203,352,57.6704545454545
"804","2021_00-0032009",3,200,236,84.7457627118644
"805","2021_00-0032009",4,23,31,74.1935483870968
"806","2021_00-0032043",1,470,491,95.7230142566191
"807","2021_00-0032043",2,364,380,95.7894736842105
"808","2021_00-0032043",3,222,231,96.1038961038961
"809","2021_00-0032043",4,17,20,85
"810","2021_00-0032053",1,307,321,95.6386292834891
"811","2021_00-0032053",2,222,231,96.1038961038961
"812","2021_00-0032053",3,150,155,96.7741935483871
"813","2021_00-0032053",4,17,17,100
"814","2021_00-0032054",1,77,199,38.6934673366834
"815","2021_00-0032054",2,63,163,38.6503067484663
"816","2021_00-0032054",3,43,94,45.7446808510638
"817","2021_00-0032054",4,3,8,37.5
"818","2021_00-0032058",1,68,261,26.0536398467433
"819","2021_00-0032058",2,66,206,32.0388349514563
"820","2021_00-0032058",3,16,127,12.5984251968504
"821","2021_00-0032058",4,5,20,25
"822","2021_00-0032062",1,244,614,39.7394136807818
"823","2021_00-0032062",2,93,453,20.5298013245033
"824","2021_00-0032062",3,31,250,12.4
"825","2021_00-0032062",4,8,13,61.5384615384615
"826","2021_00-0032063",1,219,426,51.4084507042254
"827","2021_00-0032063",2,182,326,55.8282208588957
"828","2021_00-0032063",3,149,214,69.6261682242991
"829","2021_00-0032063",4,12,23,52.1739130434783
"830","2021_00-0032071",1,204,249,81.9277108433735
"831","2021_00-0032071",2,154,185,83.2432432432432
"832","2021_00-0032071",3,104,120,86.6666666666667
"833","2021_00-0032071",4,11,11,100
"834","2021_00-0032098",1,18,239,7.53138075313808
"835","2021_00-0032098",2,9,185,4.86486486486486
"836","2021_00-0032098",3,7,108,6.48148148148148
"837","2021_00-0032098",4,2,14,14.2857142857143
"838","2021_00-0032104",1,103,412,25
"839","2021_00-0032104",2,94,312,30.1282051282051
"840","2021_00-0032104",3,73,203,35.9605911330049
"841","2021_00-0032104",4,12,24,50
"842","2021_00-0032128",1,245,381,64.3044619422572
"843","2021_00-0032128",2,203,309,65.6957928802589
"844","2021_00-0032128",3,126,223,56.5022421524664
"845","2021_00-0032128",4,8,18,44.4444444444444
"846","2021_00-0032132",1,338,390,86.6666666666667
"847","2021_00-0032132",2,274,315,86.984126984127
"848","2021_00-0032132",3,166,192,86.4583333333333
"849","2021_00-0032132",4,20,23,86.9565217391304
"850","2021_00-0032134",1,336,491,68.4317718940937
"851","2021_00-0032134",2,273,380,71.8421052631579
"852","2021_00-0032134",3,188,231,81.3852813852814
"853","2021_00-0032134",4,16,20,80
"854","2021_00-0032135",1,116,337,34.4213649851632
"855","2021_00-0032135",2,71,263,26.9961977186312
"856","2021_00-0032135",3,30,168,17.8571428571429
"857","2021_00-0032135",4,6,24,25
"858","2021_00-0032141",1,365,452,80.7522123893805
"859","2021_00-0032141",2,255,354,72.0338983050847
"860","2021_00-0032141",3,43,225,19.1111111111111
"861","2021_00-0032141",4,6,19,31.5789473684211
"862","2021_00-0032144",1,217,417,52.0383693045564
"863","2021_00-0032144",2,161,309,52.1035598705502
"864","2021_00-0032144",3,102,200,51
"865","2021_00-0032144",4,12,21,57.1428571428571
"866","2021_00-0032145",1,233,255,91.3725490196078
"867","2021_00-0032145",2,177,192,92.1875
"868","2021_00-0032145",3,105,112,93.75
"869","2021_00-0032145",4,11,12,91.6666666666667
"870","2021_00-0032147",1,56,113,49.5575221238938
"871","2021_00-0032147",2,39,84,46.4285714285714
"872","2021_00-0032147",3,23,51,45.0980392156863
"873","2021_00-0032147",4,4,6,66.6666666666667
"874","2021_00-0032149",1,258,271,95.2029520295203
"875","2021_00-0032149",2,199,209,95.2153110047847
"876","2021_00-0032149",3,123,131,93.8931297709924
"877","2021_00-0032149",4,13,16,81.25
"878","2021_00-0032151",1,187,187,100
"879","2021_00-0032151",2,140,140,100
"880","2021_00-0032151",3,86,86,100
"881","2021_00-0032151",4,6,6,100
"882","2021_00-0032156",1,106,125,84.8
"883","2021_00-0032156",2,90,108,83.3333333333333
"884","2021_00-0032156",3,71,78,91.025641025641
"885","2021_00-0032156",4,3,4,75
"886","2021_00-0032160",1,15,39,38.4615384615385
"887","2021_00-0032160",2,13,29,44.8275862068966
"888","2021_00-0032160",3,9,16,56.25
"889","2021_00-0032160",4,1,4,25
"890","2021_00-0032187",1,101,298,33.8926174496644
"891","2021_00-0032187",2,92,244,37.7049180327869
"892","2021_00-0032187",3,106,176,60.2272727272727
"893","2021_00-0032187",4,8,13,61.5384615384615
"894","2021_00-0032200",1,85,226,37.6106194690265
"895","2021_00-0032200",2,87,202,43.0693069306931
"896","2021_00-0032200",3,70,149,46.9798657718121
"897","2021_00-0032200",4,7,15,46.6666666666667
"898","2021_00-0032203",1,69,93,74.1935483870968
"899","2021_00-0032203",2,65,82,79.2682926829268
"900","2021_00-0032203",3,45,58,77.5862068965517
"901","2021_00-0032203",4,6,6,100
"902","2021_00-0032208",1,32,159,20.125786163522
"903","2021_00-0032208",2,28,125,22.4
"904","2021_00-0032208",3,21,63,33.3333333333333
"905","2021_00-0032208",4,1,4,25
"906","2021_00-0032211",1,367,422,86.9668246445498
"907","2021_00-0032211",2,275,320,85.9375
"908","2021_00-0032211",3,172,193,89.1191709844559
"909","2021_00-0032211",4,10,12,83.3333333333333
"910","2021_00-0032214",1,135,226,59.7345132743363
"911","2021_00-0032214",2,111,175,63.4285714285714
"912","2021_00-0032214",3,71,106,66.9811320754717
"913","2021_00-0032214",4,9,13,69.2307692307692
"914","2021_00-0032217",1,491,505,97.2277227722772
"915","2021_00-0032217",2,394,405,97.2839506172839
"916","2021_00-0032217",3,228,236,96.6101694915254
"917","2021_00-0032217",4,17,18,94.4444444444444
"918","2021_00-0032222",1,460,467,98.5010706638116
"919","2021_00-0032222",2,372,377,98.6737400530504
"920","2021_00-0032222",3,218,221,98.6425339366516
"921","2021_00-0032222",4,25,27,92.5925925925926
"922","2021_00-0032233",1,21,24,87.5
"923","2021_00-0032233",2,17,21,80.9523809523809
"924","2021_00-0032233",3,11,13,84.6153846153846
"925","2021_00-0032234",1,565,565,100
"926","2021_00-0032234",2,404,404,100
"927","2021_00-0032234",3,239,239,100
"928","2021_00-0032234",4,26,27,96.2962962962963
"929","2021_00-0032242",1,510,513,99.4152046783626
"930","2021_00-0032242",2,385,389,98.9717223650386
"931","2021_00-0032242",3,230,233,98.7124463519313
"932","2021_00-0032242",4,18,18,100
"933","2021_00-0032243",1,438,472,92.7966101694915
"934","2021_00-0032243",2,356,383,92.9503916449086
"935","2021_00-0032243",3,211,227,92.9515418502203
"936","2021_00-0032243",4,17,18,94.4444444444444
"937","2021_00-0032245",1,20,21,95.2380952380952
"938","2021_00-0032245",2,15,16,93.75
"939","2021_00-0032245",3,12,13,92.3076923076923
"940","2021_00-0032245",4,3,3,100
"941","2021_00-0032255",1,90,115,78.2608695652174
"942","2021_00-0032255",2,68,86,79.0697674418605
